governo,docEmpenho,dataEmpenho,codigoFavorecido,nomeFavorecido,ufFavorecido,codUnidade,unidade,codOrgao,orgao,valorEmpenho,elementoDeDespesa,areaDeAtuacao,especificacaoAreaDeAtuacao,codAcao,acao,codLocalizador,observacaoEmpenho
federal,160232000012024NE000214,04/06/2024,42.051.768/0001-34,PERFECT ASSESSORIA EM LICITACAO LTDA,DF,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000214 EMITIDO EM 03/06/2024 COMPRA: 16008605000152022 - UASG MINUTA: 160232.
federal,160232000012024NE000215,06/06/2024,42.051.768/0001-34,PERFECT ASSESSORIA EM LICITACAO LTDA,DF,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000215 EMITIDO EM 04/06/2024 COMPRA: 16008605000152022 - UASG MINUTA: 160232.
federal,160232000012024NE000220,06/06/2024,42.051.768/0001-34,PERFECT ASSESSORIA EM LICITACAO LTDA,DF,52121,Comando do Exército,52000,Ministério da Defesa,46000.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160035000012024NC401758 DE 29MAI24 DCT (02) AERONAVES AQUISICAO DE DRONES PARA OP TAQUARI II CONF DIEX Nº 61-ALMOX DE 03JUN24 DO 13º BIB . UGNP: 160086 PR 15/2022.
federal,160232000012024NE000226,12/06/2024,***.585.839-**,JEFERSON REZNISKI SANTOS,PR,52121,Comando do Exército,52000,Ministério da Defesa,29000.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"PROPOSTA DE 11JUN24, 64074.006659/2024-74, ATENDER DESP COM SUPRIMENTO DE FUNDOS EM APOIO AO ESTADO DO RS, PRZ APLICACAO: 12JUN24 A 01AGO24, PRZ COMPROVACAO: 01SET24, 160504000012024NC410426 12JUN24 COEX OPERACAO TAQUARI II, CONF PUBL BAR Nº 55 DE 12JUN24 DO 13º BIB"
federal,160232000012024NE000227,12/06/2024,***.585.839-**,JEFERSON REZNISKI SANTOS,PR,52121,Comando do Exército,52000,Ministério da Defesa,29000.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"PROPOSTA DE 11JUN24, 64074.006659/2024-74, ATENDER DESP COM SUPRIMENTO DE FUNDOS EM APOIO AO ESTADO DO RS, PRZ APLICACAO: 12JUN24 A 01AGO24, PRZ COMPROVACAO: 01SET24, 160504000012024NC410427 12JUN24 COEX OPERACAO TAQUARI II, CONF PUBL BAR Nº 55 DE 12JUN24 DO 13º BIB"
federal,160233000012024NE000274,07/06/2024,87.767.596/0001-38,ARGENTA TURISMO E VIAGENS LTDA,RS,52121,Comando do Exército,52000,Ministério da Defesa,476800.00,Passagens e Despesas com Locomoção,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC000081  - 339033.03 - LOCACAO DE MEIOS DE TRANSPORTE - 2024NCNC000081 - COEX, DE 07 JUN 24 - DIEX 113- SET MAT, DE 07 JUN 24 - UGP 23/2022 -- UASG 160531 - EASA - ATENDE ALMOX (P TRAB MSG NR 620-D10/CMDO CJ, DE 05 JUN 24)(DESLOCAMENTO FT BORMAN OP TAQUARI II)"
federal,160233000012024NE000280,12/06/2024,***.120.530-**,HENRIQUE TASCHETTO DE ALMEIDA,RS,52121,Comando do Exército,52000,Ministério da Defesa,2000.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410431 - 339039.96 - OUTROS SERVICOS DE TERCEIRO PJ - ATENDER  NECESSIDADES DE ATIVIDADES SUBSIDIARIAS QUE EXIGEM PRONTA RESPOSTA E NAO PODEM SER SUBMETIDAS AO PROCESSO NORMAL DE APLICACAO - 2024NC410431 - COEX, DE 12 JUN 24  - BI 47, DE 12 JUN 24 - CPF 007.120.530-69 - 1º SGT HENRIQUE TASCHETTO DE ALMEIDA - PCSF 5/2024. APLICACAO ATE 13 JUN 24 A 11 SET 24 - PRESTACAO DE CONTAS ATE 10 OUT 24"
federal,160233000012024NE000281,12/06/2024,***.120.530-**,HENRIQUE TASCHETTO DE ALMEIDA,RS,52121,Comando do Exército,52000,Ministério da Defesa,2000.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410430 - 339039.96 - MATERIAL DE CONSUMO - ATENDER  NECESSIDADES DE ATIVIDADES SUBSIDIARIAS QUE EXIGEM PRONTA RESPOSTA E NAO PODEM SER SUBMETIDAS AO PROCESSO NORMAL DE APLICACAO - 2024NC410431 - COEX, DE 12 JUN 24  - BI 47, DE 12 JUN 24 - CPF 007.120.530-69 - 1º SGT HENRIQUE TASCHETTO DE ALMEIDA - PCSF 5/2024. APLICACAO ATE 13 JUN 24 A 11 SET 24 - PRESTACAO DE CONTAS ATE 10 OUT 24"
federal,160233000012024NE000282,12/06/2024,***.219.073-**,AYRTON LEVY ALVES DA SILVA,RS,52121,Comando do Exército,52000,Ministério da Defesa,9000.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410431 - 339039.96 - OUTROS SERVICOS DE TERCEIRO PJ  - ATENDER  NECESSIDADES DE ATIVIDADES SUBSIDIARIAS QUE EXIGEM PRONTA RESPOSTA E NAO PODEM SER SUBMETIDAS AO PROCESSO NORMAL DE APLICACAO - 2024NC410431 - COEX, DE 12 JUN 24  - BI 47, DE 12 JUN 24 - CPF 092.219.073-92 - 3º SGT AYRTON LEVY ALVES DA SILVA - PCSF 7/2024. APLICACAO ATE 13 JUN 24 A 11 SET 24 - PRESTACAO DE CONTAS ATE 10 OUT 24"
federal,160233000012024NE000283,12/06/2024,***.219.073-**,AYRTON LEVY ALVES DA SILVA,RS,52121,Comando do Exército,52000,Ministério da Defesa,9000.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410430 - 339039.96 - MATERIAL DE CONSUMO - ATENDER  NECESSIDADES DE ATIVIDADES SUBSIDIARIAS QUE EXIGEM PRONTA RESPOSTA E NAO PODEM SER SUBMETIDAS AO PROCESSO NORMAL DE APLICACAO - 2024NC410431 - COEX, DE 12 JUN 24  - BI 47, DE 12 JUN 24 - CPF 092.219.073-92 - 3º SGT AYRTON LEVY ALVES DA SILVA - PCSF 7/2024. APLICACAO ATE 13 JUN 24 A 11 SET 24 - PRESTACAO DE CONTAS ATE 10 OUT 24"
federal,160233000012024NE000284,12/06/2024,***.232.489-**,JONATHAN SCHORNOBAI PEREIRA,PR,52121,Comando do Exército,52000,Ministério da Defesa,18000.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410431 - 339039.96 - OUTROS SERVICOS DE TERCEIRO PJ  - ATENDER  NECESSIDADES DE ATIVIDADES SUBSIDIARIAS QUE EXIGEM PRONTA RESPOSTA E NAO PODEM SER SUBMETIDAS AO PROCESSO NORMAL DE APLICACAO - 2024NC410431 - COEX, DE 12 JUN 24  - BI 47, DE 12 JUN 24 - CPF 099.232.489-09 - 3º SGT JONATHAN SCHORNOBAI PEREIRA - PCSF 6/2024. APLICACAO ATE 13 JUN 24 A 11 SET 24 - PRESTACAO DE CONTAS ATE 10 OUT 24"
federal,160233000012024NE000285,12/06/2024,***.232.489-**,JONATHAN SCHORNOBAI PEREIRA,PR,52121,Comando do Exército,52000,Ministério da Defesa,18000.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504000012024NC410430 - 339039.96 - MATERIAL DE CONSUMO - ATENDER  NECESSIDADES DE ATIVIDADES SUBSIDIARIAS QUE EXIGEM PRONTA RESPOSTA E NAO PODEM SER SUBMETIDAS AO PROCESSO NORMAL DE APLICACAO - 2024NC410430 - COEX, DE 12 JUN 24  - BI 47, DE 12 JUN 24 - CPF 099.232.489-09 - 3º SGT JONATHAN SCHORNOBAI PEREIRA - PCSF 6/2024. APLICACAO ATE 13 JUN 24 A 11 SET 24 - PRESTACAO DE CONTAS ATE 10 OUT 24"
federal,160234000012024NE000393,04/06/2024,42.051.768/0001-34,PERFECT ASSESSORIA EM LICITACAO LTDA,DF,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000393 EMITIDO EM 29/05/2024 COMPRA: 16008605000152022 - UASG MINUTA: 160234.
federal,160234000012024NE000400,04/06/2024,42.051.768/0001-34,PERFECT ASSESSORIA EM LICITACAO LTDA,DF,52121,Comando do Exército,52000,Ministério da Defesa,34500.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160035 00001 2024NC401741/DEPARTAMENTO DE CIENCIA E TECNOLOGIA, DE 29 MAIO 24. AQUISICAO DE DRONES, CLASSE II, PARA A UTILIZACAO NA OPERACAO TAQUARI II. ADESAO A ATA SRP PREGAO ELETRONICO 15/2022 UG 160086. DIEX REQUISITORIO N¤ 187/CENTRAL DE DEMANDAS/5º RCC, DE 29 MAIO 24."
federal,160234000012024NE000405,13/06/2024,***.851.950-**,NEISON VALDIR SILVEIRA DOS SANTOS,PR,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000405 EMITIDO EM 12/06/2024 COMPRA: 16023409999999999 - UASG MINUTA: 160234.
federal,160234000012024NE000406,13/06/2024,***.623.897-**,EDUARDO GUIMARAES SOARES,SP,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000406 EMITIDO EM 12/06/2024 COMPRA: 16023409999999999 - UASG MINUTA: 160234.
federal,160234000012024NE000407,13/06/2024,***.851.950-**,NEISON VALDIR SILVEIRA DOS SANTOS,PR,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000407 EMITIDO EM 12/06/2024 COMPRA: 16023409999999999 - UASG MINUTA: 160234.
federal,160234000012024NE000408,13/06/2024,***.623.897-**,EDUARDO GUIMARAES SOARES,SP,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000408 EMITIDO EM 12/06/2024 COMPRA: 16023409999999999 - UASG MINUTA: 160234.
federal,160234000012024NE000409,13/06/2024,***.851.950-**,NEISON VALDIR SILVEIRA DOS SANTOS,PR,52121,Comando do Exército,52000,Ministério da Defesa,20000.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504 00001 2024NC410428/CENTRO DE OBTENCOES DO EXERCITO, DE 12 JUN 24. CONCESSAO DE SUPRIMENTO DE FUNDOS PARA ATENDER AS DESPESAS COM O APOIO AO ESTADO DO RIO GRANDE DO SUL (OPERACAO TAQUARI II). BAR Nº 63, DE 12 JUN 24/5º RCC. PERIODO DA OPERACAO DE 13 JUN A 20 JUL 24. LIMITE PARA COMPROVACAO 20 AGO 24, CONFORME PCFS Nº 001/2024 ? OP TAQUARI II."
federal,160234000012024NE000410,13/06/2024,***.851.950-**,NEISON VALDIR SILVEIRA DOS SANTOS,PR,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000410 EMITIDO EM 13/06/2024 COMPRA: 16023409999999999 - UASG MINUTA: 160234.
federal,160234000012024NE000411,13/06/2024,***.623.897-**,EDUARDO GUIMARAES SOARES,SP,52121,Comando do Exército,52000,Ministério da Defesa,9000.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504 00001 2024NC410428/CENTRO DE OBTENCOES DO EXERCITO, DE 12 JUN 24. CONCESSAO DE SUPRIMENTO DE FUNDOS PARA ATENDER AS DESPESAS COM O APOIO AO ESTADO DO RIO GRANDE DO SUL (OPERACAO TAQUARI II). BAR Nº 63, DE 12 JUN 24/5º RCC. PERIODO DA OPERACAO DE 13 JUN A 20 JUL 24. LIMITE PARA COMPROVACAO 20 AGO 24, CONFORME PCFS Nº 002/2024 ? OP TAQUARI II."
federal,160234000012024NE000412,13/06/2024,***.623.897-**,EDUARDO GUIMARAES SOARES,SP,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000412 EMITIDO EM 13/06/2024 COMPRA: 16023409999999999 - UASG MINUTA: 160234.
federal,160234000012024NE000413,13/06/2024,***.851.950-**,NEISON VALDIR SILVEIRA DOS SANTOS,PR,52121,Comando do Exército,52000,Ministério da Defesa,20000.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504 00001 2024NC410429/CENTRO DE OBTENCOES DO EXERCITO, DE 12 JUN 24. CONCESSAO DE SUPRIMENTO DE FUNDOS PARA ATENDER AS DESPESAS COM O APOIO AO ESTADO DO RIO GRANDE DO SUL (OPERACAO TAQUARI II). BAR Nº 63, DE 12 JUN 24/5º RCC. PERIODO DA OPERACAO DE 13 JUN A 20 JUL 24. LIMITE PARA COMPROVACAO 20 AGO 24, CONFORME PCFS Nº 001/2024 ? OP TAQUARI II."
federal,160234000012024NE000414,13/06/2024,***.623.897-**,EDUARDO GUIMARAES SOARES,SP,52121,Comando do Exército,52000,Ministério da Defesa,9000.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,"160504 00001 2024NC410429/CENTRO DE OBTENCOES DO EXERCITO, DE 12 JUN 24. CONCESSAO DE SUPRIMENTO DE FUNDOS PARA ATENDER AS DESPESAS COM O APOIO AO ESTADO DO RIO GRANDE DO SUL (OPERACAO TAQUARI II). BAR Nº 63, DE 12 JUN 24/5º RCC. PERIODO DA OPERACAO DE 13 JUN A 20 JUL 24. LIMITE PARA COMPROVACAO 20 AGO 24, CONFORME PCFS Nº 002/2024 ? OP TAQUARI II."
federal,160252000012024NE000292,07/06/2024,37.483.884/0001-92,NOVA TECH AUTO CENTER LTDA,RJ,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000292 EMITIDO EM 07/06/2024 COMPRA: 16040305000042023 - UASG MINUTA: 160252.
federal,160252000012024NE000293,07/06/2024,26.419.311/0001-83,LUMANN DISTRIBUIDORA DE MEDICAMENTOS LTDA,PR,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000293 EMITIDO EM 07/06/2024 COMPRA: 16025205900022024 - UASG MINUTA: 160252.
federal,160252000012024NE000295,07/06/2024,04.125.962/0001-28,COPEMAL LTDA,RJ,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000295 EMITIDO EM 07/06/2024 COMPRA: 16025205000042023 - UASG MINUTA: 160252.
federal,160264000012024NE000148,13/06/2024,06.340.779/0001-70,DISTRIBUIDORA E TRANSPORTADORA 2R LTDA,DF,52121,Comando do Exército,52000,Ministério da Defesa,34097.16,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160504000012024NC410188  - OP TAQUARI - EMPENHO DESTINADO A ATENDER DESPESAS PARA MANT DE VTR EM APOIO AO ESTADO DO RIO GRANDE DO SUL.?339030/39 - AQUISICAO DE PNEUS E BATERIAS PARA VIATURAS  EMPREGADAS EM APOIO A OP TAQUARI.? SRP 0003/2023 - 160264.
federal,160264000012024NE000149,13/06/2024,10.158.356/0001-01,CPX DISTRIBUIDORA S/A,SC,52121,Comando do Exército,52000,Ministério da Defesa,6385.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160504000012024NC410188  - OP TAQUARI - EMPENHO DESTINADO A ATENDER DESPESAS PARA MANT DE VTR?EM APOIO AO ESTADO DO RIO GRANDE DO SUL.?339030/39 - AQUISICAO DE PNEUS E BATERIAS PARA VTRS UTLILZADAS EM APOIO A OP TAQUARI.? SRP 0003/2023 - 160264.
federal,160264000012024NE000150,13/06/2024,37.902.352/0001-42,ARMY BATERIAS LTDA,PR,52121,Comando do Exército,52000,Ministério da Defesa,9111.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160504000012024NC410188  - OP TAQUARI - EMPENHO DESTINADO A ATENDER DESPESAS PARA MANT DE VTR?EM APOIO AO ESTADO DO RIO GRANDE DO SUL.?339030/39 - AQUISICAO DE PNEUS E BATERIAS PARA VIATURAS EMPREGADAS EM APOIO A OP TAQUARI.? SRP 0003/2023 - 160264.
federal,160264000012024NE000151,13/06/2024,39.527.641/0001-34,GABIGOLD DISTRIBUIDORA LTDA,RJ,52121,Comando do Exército,52000,Ministério da Defesa,3097.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160504000012024NC410188  - OP TAQUARI - EMPENHO DESTINADO A ATENDER DESPESAS PARA MANUTENCAO  DE VTR EM APOIO AO ESTADO DO RIO GRANDE DO SUL.?339030/39 - AQUISICAO DE PNEUS E BATERIAS PARA VIATURAS EMPREGADAS EM APOIO A OP TAQUARI.? SRP 0003/2023 - 160264.
federal,160264000012024NE000152,13/06/2024,48.926.883/0001-91,GERMANO PNEUS LTDA,SC,52121,Comando do Exército,52000,Ministério da Defesa,146495.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160504000012024NC410188  - OP TAQUARI - EMPENHO DESTINADO A ATENDER DESPESAS PARA MANUTENCAO DE VTR EM APOIO AO ESTADO DO RIO GRANDE DO SUL.?339030/39 - AQUISICAO DE PNEUS E BATERIAS PARA VIATURAS EMPREGADAS EM APOIO A OP TAQUARI.? SRP 0003/2023 - 160264.
federal,160264000012024NE000153,13/06/2024,48.926.883/0001-91,GERMANO PNEUS LTDA,SC,52121,Comando do Exército,52000,Ministério da Defesa,10565.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160504000012024NC410188  - OP TAQUARI - EMPENHO DESTINADO A ATENDER DESPESAS PARA MANUTENCAO DE VTR EM APOIO AO ESTADO DO RIO GRANDE DO SUL.?339030/39 - AQUISICAO DE PNEUS E BATERIAS PARA VIATURAS EMPREGADAS EM APOIO A OP TAQUARI.? SRP 0003/2023 - 160264.
federal,160285000012024NE000102,22/05/2024,07.560.240/0001-90,MARINE METALURGICA LTDA,RJ,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000102 EMITIDO EM 21/05/2024 COMPRA: 16028505000032023 - UASG MINUTA: 160285.
federal,160285000012024NE000103,22/05/2024,07.560.240/0001-90,MARINE METALURGICA LTDA,RJ,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000103 EMITIDO EM 21/05/2024 COMPRA: 16028505000032023 - UASG MINUTA: 160285.
federal,160285000012024NE000104,24/05/2024,07.560.240/0001-90,MARINE METALURGICA LTDA,RJ,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000104 EMITIDO EM 22/05/2024 COMPRA: 16028505000032023 - UASG MINUTA: 160285.
federal,160285000012024NE000105,24/05/2024,07.560.240/0001-90,MARINE METALURGICA LTDA,RJ,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000105 EMITIDO EM 22/05/2024 COMPRA: 16028505000032023 - UASG MINUTA: 160285.
federal,160285000012024NE000111,24/05/2024,07.560.240/0001-90,MARINE METALURGICA LTDA,RJ,52121,Comando do Exército,52000,Ministério da Defesa,707400.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160502000012024NC403214-OPERACAO TAQUARI II-B6EXTOPTAQUARI2DME*/2024NC403214 DE 21MAI21/DEC 52/ AQUISICAO DE PASSADEIRA FLUTUANTE DE ALUMINIO - EXTRA PIT- PARA AP OP TAQUARI II - AQS FORA RS PARA USO PROC LCTC DSPN A?? NC EME 2024NC001749.SI 22:EQUIPAMENTO DE MANOBRA E PATRULHAMENTO. PREGAO 03/2023-AGR(160285).DIEX REQ Nº 18-DI/SUBDIR/DIR DE 21MAIO24.PDR CONF NR NE MAIO DE 2024.
federal,160285000012024NE000112,24/05/2024,07.560.240/0001-90,MARINE METALURGICA LTDA,RJ,52121,Comando do Exército,52000,Ministério da Defesa,690400.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,160502000012024NC403215-OPERACAO TAQUARI II-B6EXTOPTAQUARI2DME*/2024NC403215 DE 21MAI24/DEC 52/ AQS DE PASSADEIRA FLUTUANTE DE ALUMINIO-EXTRA PIT - ENTREGA NO AGGC - PARA AP OP TAQUARI II - AQS FORA RS PARA USO PROC LCTC DSPN A?? NC EME 2024NC001749.SI 22:EQUIPAMENTO DE MANOBRA E PATRULHAMENTO. PREGAO 03/2023-AGR(160285).DIEX REQ Nº 18-DI/SUBDIR/DIR DE 21MAIO24.PDR CONF NR NE MAIO DE 2024.
federal,160321000012024NE000167,11/06/2024,160321,ESTABELECIMENTO CENTRAL DE TRANSPORTE,RJ,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,ALTERACAO NO EMPENHO
federal,160321000012024NE000168,11/06/2024,160321,ESTABELECIMENTO CENTRAL DE TRANSPORTE,RJ,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,ALTERACAO NO EMPENHO
federal,160321000012024NE000171,11/06/2024,160321,ESTABELECIMENTO CENTRAL DE TRANSPORTE,RJ,52121,Comando do Exército,52000,Ministério da Defesa,18000.00,Material de Consumo,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,UTILIZACAO NA MISSAO TAQUARI
federal,160321000012024NE000172,11/06/2024,160321,ESTABELECIMENTO CENTRAL DE TRANSPORTE,RJ,52121,Comando do Exército,52000,Ministério da Defesa,20000.00,Outros Serviços de Terceiros - Pessoa Jurídica,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,UTILIZACAO NA MISSAO TAQUARI II
federal,160354000012024NE000288,04/06/2024,41.680.761/0001-19,TREER TECNOLOGY LTDA,MG,52121,Comando do Exército,52000,Ministério da Defesa,0.00,Equipamentos e Material Permanente,Defesa nacional,Defesa civil,21H2,Emprego Conjunto das Forças Armadas nas Ações de Proteção e Defesa Civil,21H26500,REGISTRO DE ANULACAO/REFORCO/CANCELAMENTO DO EMPENHO N¤ 2024NE000288 EMITIDO EM 03/06/2024 COMPRA: 16035705000012023 - UASG MINUTA: 160354.
