governo,docEmpenho,data,fase,documento,codAcao,acao,localizador,observacao,valor,especie
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087945,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",3350.00,
federal,200331000012024NE000273,29/05/2024,Liquidação,200331000012024NS089326,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4275.00,
federal,200331000012024NE000273,29/05/2024,Liquidação,200331000012024NS089233,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",3135.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087774,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4103.75,
federal,200331000012024NE000273,03/06/2024,Liquidação,200331000012024NS090555,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",2775.00,
federal,200331000012024NE000273,03/06/2024,Liquidação,200331000012024NS089970,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,
federal,200331000012024NE000273,03/06/2024,Liquidação,200331000012024NS089865,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087965,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087265,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4895.99,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS089183,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5510.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087943,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4665.00,
federal,200331000012024NE000273,03/06/2024,Liquidação,200331000012024NS090147,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5225.00,
federal,200331000012024NE000273,29/05/2024,Liquidação,200331000012024NS089249,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,
federal,200331000012024NE000273,03/06/2024,Liquidação,200331000012024NS090553,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,
federal,200331000012024NE000273,03/06/2024,Liquidação,200331000012024NS090150,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087974,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087949,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4103.75,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087384,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4690.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS088017,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4438.75,
federal,200331000012024NE000273,03/06/2024,Liquidação,200331000012024NS090549,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",2685.00,
federal,200331000012024NE000273,29/05/2024,Liquidação,200331000012024NS089574,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",1417.50,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087735,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4103.75,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087508,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4103.75,
federal,200331000012024NE000273,03/06/2024,Liquidação,200331000012024NS090515,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087604,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4560.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087275,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",765.00,
federal,200331000012024NE000273,03/06/2024,Liquidação,200331000012024NS090569,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",855.00,
federal,200331000012024NE000273,28/05/2024,Liquidação,200331000012024NS087358,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",3563.75,
federal,200331000012024NE000273,04/06/2024,Liquidação,200331000012024NS090753,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,
federal,200331000012024NE000273,05/06/2024,Liquidação,200331000012024NS091053,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",585.00,
federal,200331000012024NE000273,04/06/2024,Liquidação,200331000012024NS090759,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",1926.25,
federal,200331000012024NE000273,04/06/2024,Liquidação,200331000012024NS090747,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,
federal,200331000012024NE000273,05/06/2024,Liquidação,200331000012024NS090874,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",101.25,
federal,200331000012024NE000273,04/06/2024,Liquidação,200331000012024NS090763,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,
federal,200331000012024NE000273,05/06/2024,Liquidação,200331000012024NS090967,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,
federal,200331000012024NE000273,05/06/2024,Liquidação,200331000012024NS090880,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",251.25,
federal,200331000012024NE000273,05/06/2024,Liquidação,200331000012024NS090920,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",251.25,
federal,200331000012024NE000273,05/06/2024,Liquidação,200331000012024NS090949,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",251.25,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS093844,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4275.00,
federal,200331000012024NE000273,13/06/2024,Liquidação,200331000012024NS096453,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS093415,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",3015.00,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS093303,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4275.00,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS092560,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",3768.75,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS092409,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS094084,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",4275.00,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS094191,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5700.00,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS092279,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",3768.75,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS093981,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",3768.75,
federal,200331000012024NE000273,13/06/2024,Liquidação,200331000012024NS096189,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",5025.00,
federal,200331000012024NE000273,10/06/2024,Liquidação,200331000012024NS092230,2B00,Atuação da Força Nacional de Segurança Pública,2B006502,"ACAO 2B00 - ATUACAO DA FORCA NACIONAL DE SEGURANCA PUBLICA. VALOR QUE SE EMPENHA PARA ATENDER DESPESAS DA DFNSP/SENASP, COM PAGAMENTO DE DIARIAS AOS SERVIDORES MOBILIZADOS - CALAMIDADE PUBLICA NO RIO GRANDE DO SUL - RS  (MP Nº 1.218/2024 - CALAMIDADE PUBLICA - RS). AUTORIZACAO (27897246).",3768.75,
